Model,Asset,Accuracy,What
RandomForestClassifier,XRPUSDT_1h,0.5214016664764296,FINAL TEST
RandomForestClassifier,XRPUSDT_1h,0.5158038875460625,F1 FINAL TEST
RandomForestClassifier,XRPUSDT_1h,"{1: 0.5010843511014724, 0: 0.4989156488985276}",DESBALANCEO REAL
RandomForestClassifier,XRPUSDT_1h,"{0: 0.6086063234790549, 1: 0.3913936765209451}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BNBUSDT_1h,0.4961789898047903,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1h,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1h,"{1: 0.5666666666666667, 0: 0.43333333333333335}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1h,0.511585435452574,FINAL TEST
RandomForestClassifier,BNBUSDT_1h,0.5036755801870958,F1 FINAL TEST
RandomForestClassifier,BNBUSDT_1h,"{1: 0.5252825019974888, 0: 0.4747174980025111}",DESBALANCEO REAL
RandomForestClassifier,BNBUSDT_1h,"{0: 0.6515237986531218, 1: 0.34847620134687823}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,SOLUSDT_1h,0.47086139255514575,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1h,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1h,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1h,0.503937906631663,FINAL TEST
RandomForestClassifier,SOLUSDT_1h,0.4984673179035415,F1 FINAL TEST
RandomForestClassifier,SOLUSDT_1h,"{1: 0.5071338888254765, 0: 0.49286611117452345}",DESBALANCEO REAL
RandomForestClassifier,SOLUSDT_1h,"{0: 0.6115740212304531, 1: 0.3884259787695469}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ADAUSDT_1h,0.5162422492452757,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1h,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1h,"{0: 0.6416666666666667, 1: 0.35833333333333334}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1h,0.522200662024883,FINAL TEST
RandomForestClassifier,ADAUSDT_1h,0.518009102977472,F1 FINAL TEST
RandomForestClassifier,ADAUSDT_1h,"{0: 0.5114712932313663, 1: 0.4885287067686337}",DESBALANCEO REAL
RandomForestClassifier,ADAUSDT_1h,"{0: 0.5817829014952631, 1: 0.41821709850473693}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,TRXUSDT_1h,0.5488435103041546,F1 VALIDATION
RandomForestClassifier,TRXUSDT_1h,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
RandomForestClassifier,TRXUSDT_1h,"{0: 0.5666666666666667, 1: 0.43333333333333335}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,TRXUSDT_1h,0.5037096221892478,FINAL TEST
RandomForestClassifier,TRXUSDT_1h,0.5022464540992142,F1 FINAL TEST
RandomForestClassifier,TRXUSDT_1h,"{1: 0.5325876041547769, 0: 0.46741239584522315}",DESBALANCEO REAL
RandomForestClassifier,TRXUSDT_1h,"{1: 0.5216299509188449, 0: 0.4783700490811551}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,LINKUSDT_1h,0.46430782039398244,F1 VALIDATION
RandomForestClassifier,LINKUSDT_1h,"{0: 0.575, 1: 0.425}",DESBALANCEO REAL VAL
RandomForestClassifier,LINKUSDT_1h,"{1: 0.5583333333333333, 0: 0.44166666666666665}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,LINKUSDT_1h,0.4938933911653921,FINAL TEST
RandomForestClassifier,LINKUSDT_1h,0.4938031127696444,F1 FINAL TEST
RandomForestClassifier,LINKUSDT_1h,"{0: 0.5056500399497774, 1: 0.4943499600502226}",DESBALANCEO REAL
RandomForestClassifier,LINKUSDT_1h,"{0: 0.5077045999315146, 1: 0.4922954000684853}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,AVAXUSDT_1h,0.5104031884700807,F1 VALIDATION
RandomForestClassifier,AVAXUSDT_1h,"{0: 0.5666666666666667, 1: 0.43333333333333335}",DESBALANCEO REAL VAL
RandomForestClassifier,AVAXUSDT_1h,"{1: 0.525, 0: 0.475}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,AVAXUSDT_1h,0.5018833466499258,FINAL TEST
RandomForestClassifier,AVAXUSDT_1h,0.4996062604638598,F1 FINAL TEST
RandomForestClassifier,AVAXUSDT_1h,"{0: 0.513982422097934, 1: 0.48601757790206596}",DESBALANCEO REAL
RandomForestClassifier,AVAXUSDT_1h,"{0: 0.5534756306357722, 1: 0.44652436936422785}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BTCUSDT_1h,0.5651749574638144,F1 VALIDATION
GradientBoostingClassifier,BTCUSDT_1h,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
GradientBoostingClassifier,BTCUSDT_1h,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,BTCUSDT_1h,0.5215158086976373,FINAL TEST
GradientBoostingClassifier,BTCUSDT_1h,0.5212834891979277,F1 FINAL TEST
GradientBoostingClassifier,BTCUSDT_1h,"{1: 0.5288209108549252, 0: 0.4711790891450748}",DESBALANCEO REAL
GradientBoostingClassifier,BTCUSDT_1h,"{0: 0.5067914621618537, 1: 0.49320853783814633}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ETHUSDT_1h,0.49619508000242324,F1 VALIDATION
GradientBoostingClassifier,ETHUSDT_1h,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
GradientBoostingClassifier,ETHUSDT_1h,"{1: 0.5666666666666667, 0: 0.43333333333333335}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,ETHUSDT_1h,0.5086177377011757,FINAL TEST
GradientBoostingClassifier,ETHUSDT_1h,0.5030904261314473,F1 FINAL TEST
GradientBoostingClassifier,ETHUSDT_1h,"{1: 0.5111288665677434, 0: 0.4888711334322566}",DESBALANCEO REAL
GradientBoostingClassifier,ETHUSDT_1h,"{0: 0.6165962789635886, 1: 0.38340372103641135}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,XRPUSDT_1h,0.48642076209119056,F1 VALIDATION
GradientBoostingClassifier,XRPUSDT_1h,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
GradientBoostingClassifier,XRPUSDT_1h,"{0: 0.8166666666666667, 1: 0.18333333333333332}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,XRPUSDT_1h,0.5206026709279763,FINAL TEST
GradientBoostingClassifier,XRPUSDT_1h,0.5083510915305371,F1 FINAL TEST
GradientBoostingClassifier,XRPUSDT_1h,"{1: 0.5010843511014724, 0: 0.4989156488985276}",DESBALANCEO REAL
GradientBoostingClassifier,XRPUSDT_1h,"{0: 0.6589430430316174, 1: 0.3410569569683826}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BNBUSDT_1h,0.5104203460259813,F1 VALIDATION
GradientBoostingClassifier,BNBUSDT_1h,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
GradientBoostingClassifier,BNBUSDT_1h,"{1: 0.725, 0: 0.275}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,BNBUSDT_1h,0.5159228398584637,FINAL TEST
GradientBoostingClassifier,BNBUSDT_1h,0.5154961261559101,F1 FINAL TEST
GradientBoostingClassifier,BNBUSDT_1h,"{1: 0.5252825019974888, 0: 0.4747174980025111}",DESBALANCEO REAL
GradientBoostingClassifier,BNBUSDT_1h,"{0: 0.5549594795114713, 1: 0.4450405204885287}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,SOLUSDT_1h,0.4895253986487809,F1 VALIDATION
GradientBoostingClassifier,SOLUSDT_1h,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
GradientBoostingClassifier,SOLUSDT_1h,"{1: 0.5416666666666666, 0: 0.4583333333333333}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,SOLUSDT_1h,0.5054217555073621,FINAL TEST
GradientBoostingClassifier,SOLUSDT_1h,0.5028180822628636,F1 FINAL TEST
GradientBoostingClassifier,SOLUSDT_1h,"{1: 0.5071338888254765, 0: 0.49286611117452345}",DESBALANCEO REAL
GradientBoostingClassifier,SOLUSDT_1h,"{0: 0.5795000570711106, 1: 0.42049994292888937}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ADAUSDT_1h,0.43079216205882187,F1 VALIDATION
GradientBoostingClassifier,ADAUSDT_1h,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
GradientBoostingClassifier,ADAUSDT_1h,"{0: 0.7416666666666667, 1: 0.25833333333333336}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,ADAUSDT_1h,0.5288209108549252,FINAL TEST
GradientBoostingClassifier,ADAUSDT_1h,0.4831231205273825,F1 FINAL TEST
GradientBoostingClassifier,ADAUSDT_1h,"{0: 0.5114712932313663, 1: 0.4885287067686337}",DESBALANCEO REAL
GradientBoostingClassifier,ADAUSDT_1h,"{0: 0.7858691930144961, 1: 0.21413080698550394}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,TRXUSDT_1h,0.5258651591962498,F1 VALIDATION
GradientBoostingClassifier,TRXUSDT_1h,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
GradientBoostingClassifier,TRXUSDT_1h,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,TRXUSDT_1h,0.5007419244378496,FINAL TEST
GradientBoostingClassifier,TRXUSDT_1h,0.49861212512305525,F1 FINAL TEST
GradientBoostingClassifier,TRXUSDT_1h,"{1: 0.5325876041547769, 0: 0.46741239584522315}",DESBALANCEO REAL
GradientBoostingClassifier,TRXUSDT_1h,"{1: 0.5325876041547769, 0: 0.46741239584522315}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,LINKUSDT_1h,0.4760540227201918,F1 VALIDATION
GradientBoostingClassifier,LINKUSDT_1h,"{0: 0.575, 1: 0.425}",DESBALANCEO REAL VAL
GradientBoostingClassifier,LINKUSDT_1h,"{1: 0.5583333333333333, 0: 0.44166666666666665}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,LINKUSDT_1h,0.4920671156260701,FINAL TEST
GradientBoostingClassifier,LINKUSDT_1h,0.491953525999388,F1 FINAL TEST
GradientBoostingClassifier,LINKUSDT_1h,"{0: 0.5056500399497774, 1: 0.4943499600502226}",DESBALANCEO REAL
GradientBoostingClassifier,LINKUSDT_1h,"{0: 0.5093025910284215, 1: 0.4906974089715786}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,AVAXUSDT_1h,0.503113420525686,F1 VALIDATION
GradientBoostingClassifier,AVAXUSDT_1h,"{0: 0.5666666666666667, 1: 0.43333333333333335}",DESBALANCEO REAL VAL
GradientBoostingClassifier,AVAXUSDT_1h,"{1: 0.525, 0: 0.475}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,AVAXUSDT_1h,0.49514895559867594,FINAL TEST
GradientBoostingClassifier,AVAXUSDT_1h,0.4930028659736572,F1 FINAL TEST
GradientBoostingClassifier,AVAXUSDT_1h,"{0: 0.513982422097934, 1: 0.48601757790206596}",DESBALANCEO REAL
GradientBoostingClassifier,AVAXUSDT_1h,"{0: 0.5510786439904121, 1: 0.44892135600958794}",DESBALANCEO PREDICCIÓN
