Frequency,Asset,Model,Accuracy,Vald/Test
4h,AVAXUSDT_4h,MLPClassifier,0.48060246462802375,FINAL TEST
4h,AVAXUSDT_4h,MLPClassifier,0.3245992601726264,F1 FINAL TEST
4h,AVAXUSDT_4h,MLPClassifier,"{0: 0.5193975353719763, 1: 0.48060246462802375}",DESBALANCEO REAL
4h,AVAXUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN
4h,BTCUSDT_4h,RandomForestClassifier,0.4997979464691481,F1 VALIDATION
4h,BTCUSDT_4h,RandomForestClassifier,"{1: 0.5142857142857142, 0: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,RandomForestClassifier,"{1: 0.6, 0: 0.4}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,RandomForestClassifier,0.4910999543587403,FINAL TEST
4h,BTCUSDT_4h,RandomForestClassifier,0.48941135161627763,F1 FINAL TEST
4h,BTCUSDT_4h,RandomForestClassifier,"{1: 0.5221360109539023, 0: 0.47786398904609767}",DESBALANCEO REAL
4h,BTCUSDT_4h,RandomForestClassifier,"{1: 0.535371976266545, 0: 0.464628023733455}",DESBALANCEO PREDICCIÓN
4h,ETHUSDT_4h,RandomForestClassifier,0.4521220141462983,F1 VALIDATION
4h,ETHUSDT_4h,RandomForestClassifier,"{1: 0.5142857142857142, 0: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,RandomForestClassifier,"{0: 0.6285714285714286, 1: 0.37142857142857144}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,RandomForestClassifier,0.49383842994066635,FINAL TEST
4h,ETHUSDT_4h,RandomForestClassifier,0.4926509293218451,F1 FINAL TEST
4h,ETHUSDT_4h,RandomForestClassifier,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
4h,ETHUSDT_4h,RandomForestClassifier,"{1: 0.5422181652213601, 0: 0.4577818347786399}",DESBALANCEO PREDICCIÓN
4h,XRPUSDT_4h,RandomForestClassifier,0.4752678773344833,F1 VALIDATION
4h,XRPUSDT_4h,RandomForestClassifier,"{0: 0.5142857142857142, 1: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,RandomForestClassifier,"{1: 0.5714285714285714, 0: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,RandomForestClassifier,0.505705157462346,FINAL TEST
4h,XRPUSDT_4h,RandomForestClassifier,0.5056244175413573,F1 FINAL TEST
4h,XRPUSDT_4h,RandomForestClassifier,"{1: 0.5047923322683706, 0: 0.4952076677316294}",DESBALANCEO REAL
4h,XRPUSDT_4h,RandomForestClassifier,"{1: 0.5079872204472844, 0: 0.49201277955271566}",DESBALANCEO PREDICCIÓN
4h,BNBUSDT_4h,RandomForestClassifier,0.5068177407498325,F1 VALIDATION
4h,BNBUSDT_4h,RandomForestClassifier,"{1: 0.5714285714285714, 0: 0.42857142857142855}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,RandomForestClassifier,"{1: 0.7714285714285715, 0: 0.22857142857142856}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,RandomForestClassifier,0.5015974440894568,FINAL TEST
4h,BNBUSDT_4h,RandomForestClassifier,0.501584881133915,F1 FINAL TEST
4h,BNBUSDT_4h,RandomForestClassifier,"{1: 0.5152898219990871, 0: 0.4847101780009128}",DESBALANCEO REAL
4h,BNBUSDT_4h,RandomForestClassifier,"{0: 0.5102692834322228, 1: 0.4897307165677773}",DESBALANCEO PREDICCIÓN
4h,SOLUSDT_4h,RandomForestClassifier,0.533660171766089,F1 VALIDATION
4h,SOLUSDT_4h,RandomForestClassifier,"{1: 0.5428571428571428, 0: 0.45714285714285713}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,RandomForestClassifier,"{0: 0.5714285714285714, 1: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,RandomForestClassifier,0.4993153811045185,FINAL TEST
4h,SOLUSDT_4h,RandomForestClassifier,0.48650979060046806,F1 FINAL TEST
4h,SOLUSDT_4h,RandomForestClassifier,"{1: 0.5134641716111364, 0: 0.48653582838886356}",DESBALANCEO REAL
4h,SOLUSDT_4h,RandomForestClassifier,"{0: 0.6713829301688726, 1: 0.3286170698311273}",DESBALANCEO PREDICCIÓN
4h,ADAUSDT_4h,RandomForestClassifier,0.5147068661591789,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.5142857142857142, 1: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.6, 1: 0.4}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.49748973071656777,FINAL TEST
4h,ADAUSDT_4h,RandomForestClassifier,0.4971126029601318,F1 FINAL TEST
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.5020538566864445, 0: 0.49794614331355547}",DESBALANCEO REAL
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.525330899132816, 0: 0.47466910086718395}",DESBALANCEO PREDICCIÓN
4h,TRXUSDT_4h,RandomForestClassifier,0.48400951860328334,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.6285714285714286, 0: 0.37142857142857144}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.8, 0: 0.2}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.5098128708352351,FINAL TEST
4h,TRXUSDT_4h,RandomForestClassifier,0.48950474583860504,F1 FINAL TEST
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.5385668644454586, 0: 0.4614331355545413}",DESBALANCEO REAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.6608854404381561, 0: 0.3391145595618439}",DESBALANCEO PREDICCIÓN
4h,LINKUSDT_4h,RandomForestClassifier,0.4671792040895683,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.5142857142857142, 0: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.7714285714285715, 0: 0.22857142857142856}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.5052487448653583,FINAL TEST
4h,LINKUSDT_4h,RandomForestClassifier,0.5052436947341405,F1 FINAL TEST
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.5029666818804199, 0: 0.4970333181195801}",DESBALANCEO REAL
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.5061615700593336, 1: 0.49383842994066635}",DESBALANCEO PREDICCIÓN
4h,AVAXUSDT_4h,RandomForestClassifier,0.5552161909472989,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.5428571428571428, 1: 0.45714285714285713}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.6285714285714286, 1: 0.37142857142857144}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.5061615700593336,FINAL TEST
4h,AVAXUSDT_4h,RandomForestClassifier,0.5061532372302309,F1 FINAL TEST
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.5193975353719763, 1: 0.48060246462802375}",DESBALANCEO REAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.5235052487448654, 0: 0.47649475125513463}",DESBALANCEO PREDICCIÓN
4h,BTCUSDT_4h,GradientBoostingClassifier,0.5511726738465728,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{1: 0.5142857142857142, 0: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.5428571428571428, 1: 0.45714285714285713}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.5134641716111364,FINAL TEST
4h,BTCUSDT_4h,GradientBoostingClassifier,0.512166563068121,F1 FINAL TEST
4h,BTCUSDT_4h,GradientBoostingClassifier,"{1: 0.5221360109539023, 0: 0.47786398904609767}",DESBALANCEO REAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{1: 0.5294386125057051, 0: 0.4705613874942948}",DESBALANCEO PREDICCIÓN
4h,ETHUSDT_4h,GradientBoostingClassifier,0.466391486555214,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.5142857142857142, 0: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{0: 0.5142857142857142, 1: 0.4857142857142857}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.4892743039707896,FINAL TEST
4h,ETHUSDT_4h,GradientBoostingClassifier,0.4892704738831504,F1 FINAL TEST
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{0: 0.5089000456412597, 1: 0.4910999543587403}",DESBALANCEO PREDICCIÓN
4h,XRPUSDT_4h,GradientBoostingClassifier,0.4257941881675934,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.5142857142857142, 1: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.5130077590141487,FINAL TEST
4h,XRPUSDT_4h,GradientBoostingClassifier,0.43679009936531,F1 FINAL TEST
4h,XRPUSDT_4h,GradientBoostingClassifier,"{1: 0.5047923322683706, 0: 0.4952076677316294}",DESBALANCEO REAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.8726608854404382, 1: 0.12733911455956184}",DESBALANCEO PREDICCIÓN
4h,BNBUSDT_4h,GradientBoostingClassifier,0.4660881051311163,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.5714285714285714, 0: 0.42857142857142855}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.8285714285714286, 0: 0.17142857142857143}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5066179826563213,FINAL TEST
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5064534836350391,F1 FINAL TEST
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.5152898219990871, 0: 0.4847101780009128}",DESBALANCEO REAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{0: 0.5335463258785943, 1: 0.46645367412140576}",DESBALANCEO PREDICCIÓN
4h,SOLUSDT_4h,GradientBoostingClassifier,0.5142261929425281,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.5428571428571428, 0: 0.45714285714285713}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.5428571428571428, 1: 0.45714285714285713}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.5162026471930625,FINAL TEST
4h,SOLUSDT_4h,GradientBoostingClassifier,0.5146228016057327,F1 FINAL TEST
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.5134641716111364, 0: 0.48653582838886356}",DESBALANCEO REAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.5705157462345961, 1: 0.42948425376540394}",DESBALANCEO PREDICCIÓN
4h,ADAUSDT_4h,GradientBoostingClassifier,0.4840651910369334,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.5142857142857142, 1: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.5428571428571428, 1: 0.45714285714285713}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.5267001369237791,FINAL TEST
4h,ADAUSDT_4h,GradientBoostingClassifier,0.5266997425464178,F1 FINAL TEST
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.5020538566864445, 0: 0.49794614331355547}",DESBALANCEO REAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.5029666818804199, 1: 0.4970333181195801}",DESBALANCEO PREDICCIÓN
4h,TRXUSDT_4h,GradientBoostingClassifier,0.5291277091761059,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.6285714285714286, 0: 0.37142857142857144}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.5142857142857142, 0: 0.4857142857142857}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.5025102692834322,FINAL TEST
4h,TRXUSDT_4h,GradientBoostingClassifier,0.49117640541747487,F1 FINAL TEST
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.5385668644454586, 0: 0.4614331355545413}",DESBALANCEO REAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.6106800547695116, 0: 0.38931994523048835}",DESBALANCEO PREDICCIÓN
4h,LINKUSDT_4h,GradientBoostingClassifier,0.4616094352403505,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.5142857142857142, 0: 0.4857142857142857}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.7142857142857143, 0: 0.2857142857142857}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.4965769055225924,FINAL TEST
4h,LINKUSDT_4h,GradientBoostingClassifier,0.49556772173445485,F1 FINAL TEST
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.5029666818804199, 0: 0.4970333181195801}",DESBALANCEO REAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.5417617526243724, 0: 0.45823824737562757}",DESBALANCEO PREDICCIÓN
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.494905436470794,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{0: 0.5428571428571428, 1: 0.45714285714285713}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.6285714285714286, 0: 0.37142857142857144}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.5025102692834322,FINAL TEST
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.5019873046060425,F1 FINAL TEST
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{0: 0.5193975353719763, 1: 0.48060246462802375}",DESBALANCEO REAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{0: 0.5130077590141487, 1: 0.4869922409858512}",DESBALANCEO PREDICCIÓN
1d,BTCUSDT_1d,MLPClassifier,0.3288070860447337,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.4808743169398907,FINAL TEST
1d,BTCUSDT_1d,MLPClassifier,0.3292824074074074,F1 FINAL TEST
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
1d,BTCUSDT_1d,MLPClassifier,"{0: 0.9972677595628415, 1: 0.00273224043715847}",DESBALANCEO PREDICCIÓN
1d,ETHUSDT_1d,MLPClassifier,0.4227765696017972,F1 VALIDATION
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.8148148148148148, 0: 0.18518518518518517}",DESBALANCEO PREDICCIÓN VAL
1d,ETHUSDT_1d,MLPClassifier,0.5,FINAL TEST
1d,ETHUSDT_1d,MLPClassifier,0.45878550361601556,F1 FINAL TEST
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.7568306010928961, 0: 0.24316939890710382}",DESBALANCEO PREDICCIÓN
1d,XRPUSDT_1d,MLPClassifier,0.4177411213609733,F1 VALIDATION
1d,XRPUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,XRPUSDT_1d,MLPClassifier,"{0: 0.8518518518518519, 1: 0.14814814814814814}",DESBALANCEO PREDICCIÓN VAL
1d,XRPUSDT_1d,MLPClassifier,0.5081967213114754,FINAL TEST
1d,XRPUSDT_1d,MLPClassifier,0.35129386742289964,F1 FINAL TEST
1d,XRPUSDT_1d,MLPClassifier,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO REAL
1d,XRPUSDT_1d,MLPClassifier,"{1: 0.9836065573770492, 0: 0.01639344262295082}",DESBALANCEO PREDICCIÓN
1d,BNBUSDT_1d,MLPClassifier,0.37145038863811897,F1 VALIDATION
1d,BNBUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BNBUSDT_1d,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,BNBUSDT_1d,MLPClassifier,0.5191256830601093,FINAL TEST
1d,BNBUSDT_1d,MLPClassifier,0.34172661870503596,F1 FINAL TEST
1d,BNBUSDT_1d,MLPClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,BNBUSDT_1d,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN
1d,SOLUSDT_1d,MLPClassifier,0.4107079833735744,F1 VALIDATION
1d,SOLUSDT_1d,MLPClassifier,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
1d,SOLUSDT_1d,MLPClassifier,"{0: 0.7037037037037037, 1: 0.2962962962962963}",DESBALANCEO PREDICCIÓN VAL
1d,SOLUSDT_1d,MLPClassifier,0.5136612021857924,FINAL TEST
1d,SOLUSDT_1d,MLPClassifier,0.33935018050541516,F1 FINAL TEST
1d,SOLUSDT_1d,MLPClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,SOLUSDT_1d,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN
1d,ADAUSDT_1d,MLPClassifier,0.3588398134373367,F1 VALIDATION
1d,ADAUSDT_1d,MLPClassifier,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
1d,ADAUSDT_1d,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,ADAUSDT_1d,MLPClassifier,0.4918032786885246,FINAL TEST
1d,ADAUSDT_1d,MLPClassifier,0.32967032967032966,F1 FINAL TEST
1d,ADAUSDT_1d,MLPClassifier,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO REAL
1d,ADAUSDT_1d,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN
1d,TRXUSDT_1d,MLPClassifier,0.3810223787316528,F1 VALIDATION
1d,TRXUSDT_1d,MLPClassifier,"{1: 0.6419753086419753, 0: 0.35802469135802467}",DESBALANCEO REAL VAL
1d,TRXUSDT_1d,MLPClassifier,"{1: 0.9135802469135802, 0: 0.08641975308641975}",DESBALANCEO PREDICCIÓN VAL
1d,TRXUSDT_1d,MLPClassifier,0.5327868852459017,FINAL TEST
1d,TRXUSDT_1d,MLPClassifier,0.34759358288770054,F1 FINAL TEST
1d,TRXUSDT_1d,MLPClassifier,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO REAL
1d,TRXUSDT_1d,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN
1d,LINKUSDT_1d,MLPClassifier,0.34490560455831687,F1 VALIDATION
1d,LINKUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,LINKUSDT_1d,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,LINKUSDT_1d,MLPClassifier,0.5109289617486339,FINAL TEST
1d,LINKUSDT_1d,MLPClassifier,0.5064152308051624,F1 FINAL TEST
1d,LINKUSDT_1d,MLPClassifier,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO REAL
1d,LINKUSDT_1d,MLPClassifier,"{1: 0.6065573770491803, 0: 0.39344262295081966}",DESBALANCEO PREDICCIÓN
1d,AVAXUSDT_1d,MLPClassifier,0.38133234904678376,F1 VALIDATION
1d,AVAXUSDT_1d,MLPClassifier,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
1d,AVAXUSDT_1d,MLPClassifier,"{1: 0.7901234567901234, 0: 0.20987654320987653}",DESBALANCEO PREDICCIÓN VAL
1d,AVAXUSDT_1d,MLPClassifier,0.5,FINAL TEST
1d,AVAXUSDT_1d,MLPClassifier,0.48473308869348475,F1 FINAL TEST
1d,AVAXUSDT_1d,MLPClassifier,"{0: 0.5382513661202186, 1: 0.46174863387978143}",DESBALANCEO REAL
1d,AVAXUSDT_1d,MLPClassifier,"{1: 0.7103825136612022, 0: 0.2896174863387978}",DESBALANCEO PREDICCIÓN
1d,BTCUSDT_1d,RandomForestClassifier,0.42856923538558167,F1 VALIDATION
1d,BTCUSDT_1d,RandomForestClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,RandomForestClassifier,"{0: 0.691358024691358, 1: 0.30864197530864196}",DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,RandomForestClassifier,0.5409836065573771,FINAL TEST
1d,BTCUSDT_1d,RandomForestClassifier,0.5382813203976813,F1 FINAL TEST
1d,BTCUSDT_1d,RandomForestClassifier,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
1d,BTCUSDT_1d,RandomForestClassifier,"{0: 0.5983606557377049, 1: 0.4016393442622951}",DESBALANCEO PREDICCIÓN
1d,ETHUSDT_1d,RandomForestClassifier,0.43760040281143303,F1 VALIDATION
1d,ETHUSDT_1d,RandomForestClassifier,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
1d,ETHUSDT_1d,RandomForestClassifier,"{0: 0.7530864197530864, 1: 0.24691358024691357}",DESBALANCEO PREDICCIÓN VAL
1d,ETHUSDT_1d,RandomForestClassifier,0.5,FINAL TEST
1d,ETHUSDT_1d,RandomForestClassifier,0.4936458136458136,F1 FINAL TEST
1d,ETHUSDT_1d,RandomForestClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,ETHUSDT_1d,RandomForestClassifier,"{0: 0.6311475409836066, 1: 0.36885245901639346}",DESBALANCEO PREDICCIÓN
1d,XRPUSDT_1d,RandomForestClassifier,0.4709444863307496,F1 VALIDATION
1d,XRPUSDT_1d,RandomForestClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,XRPUSDT_1d,RandomForestClassifier,"{1: 0.5679012345679012, 0: 0.43209876543209874}",DESBALANCEO PREDICCIÓN VAL
1d,XRPUSDT_1d,RandomForestClassifier,0.5519125683060109,FINAL TEST
1d,XRPUSDT_1d,RandomForestClassifier,0.5516983837719953,F1 FINAL TEST
1d,XRPUSDT_1d,RandomForestClassifier,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO REAL
1d,XRPUSDT_1d,RandomForestClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO PREDICCIÓN
1d,BNBUSDT_1d,RandomForestClassifier,0.41580425587040687,F1 VALIDATION
1d,BNBUSDT_1d,RandomForestClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BNBUSDT_1d,RandomForestClassifier,"{0: 0.8024691358024691, 1: 0.19753086419753085}",DESBALANCEO PREDICCIÓN VAL
1d,BNBUSDT_1d,RandomForestClassifier,0.5136612021857924,FINAL TEST
1d,BNBUSDT_1d,RandomForestClassifier,0.5099148436794751,F1 FINAL TEST
1d,BNBUSDT_1d,RandomForestClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,BNBUSDT_1d,RandomForestClassifier,"{1: 0.5683060109289617, 0: 0.43169398907103823}",DESBALANCEO PREDICCIÓN
1d,SOLUSDT_1d,RandomForestClassifier,0.5008386842897765,F1 VALIDATION
1d,SOLUSDT_1d,RandomForestClassifier,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
1d,SOLUSDT_1d,RandomForestClassifier,"{0: 0.6296296296296297, 1: 0.37037037037037035}",DESBALANCEO PREDICCIÓN VAL
1d,SOLUSDT_1d,RandomForestClassifier,0.48360655737704916,FINAL TEST
1d,SOLUSDT_1d,RandomForestClassifier,0.4793741109530583,F1 FINAL TEST
1d,SOLUSDT_1d,RandomForestClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,SOLUSDT_1d,RandomForestClassifier,"{0: 0.6038251366120219, 1: 0.39617486338797814}",DESBALANCEO PREDICCIÓN
1d,ADAUSDT_1d,RandomForestClassifier,0.4430393373126331,F1 VALIDATION
1d,ADAUSDT_1d,RandomForestClassifier,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
1d,ADAUSDT_1d,RandomForestClassifier,"{0: 0.5925925925925926, 1: 0.4074074074074074}",DESBALANCEO PREDICCIÓN VAL
1d,ADAUSDT_1d,RandomForestClassifier,0.5245901639344263,FINAL TEST
1d,ADAUSDT_1d,RandomForestClassifier,0.5155489289191821,F1 FINAL TEST
1d,ADAUSDT_1d,RandomForestClassifier,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO REAL
1d,ADAUSDT_1d,RandomForestClassifier,"{0: 0.6284153005464481, 1: 0.37158469945355194}",DESBALANCEO PREDICCIÓN
1d,TRXUSDT_1d,RandomForestClassifier,0.5202281227421921,F1 VALIDATION
1d,TRXUSDT_1d,RandomForestClassifier,"{1: 0.6419753086419753, 0: 0.35802469135802467}",DESBALANCEO REAL VAL
1d,TRXUSDT_1d,RandomForestClassifier,"{0: 0.6049382716049383, 1: 0.3950617283950617}",DESBALANCEO PREDICCIÓN VAL
1d,TRXUSDT_1d,RandomForestClassifier,0.5081967213114754,FINAL TEST
1d,TRXUSDT_1d,RandomForestClassifier,0.4988437195715677,F1 FINAL TEST
1d,TRXUSDT_1d,RandomForestClassifier,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO REAL
1d,TRXUSDT_1d,RandomForestClassifier,"{1: 0.6038251366120219, 0: 0.39617486338797814}",DESBALANCEO PREDICCIÓN
1d,LINKUSDT_1d,RandomForestClassifier,0.4611603917195179,F1 VALIDATION
1d,LINKUSDT_1d,RandomForestClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,LINKUSDT_1d,RandomForestClassifier,"{0: 0.8024691358024691, 1: 0.19753086419753085}",DESBALANCEO PREDICCIÓN VAL
1d,LINKUSDT_1d,RandomForestClassifier,0.5355191256830601,FINAL TEST
1d,LINKUSDT_1d,RandomForestClassifier,0.5348385167464116,F1 FINAL TEST
