Model,Asset,Accuracy,What
MLPClassifier,XRPUSDT_1h,0.5010843511014724,ACC CRYPTO TEST
MLPClassifier,XRPUSDT_1h,0.3338149190175652,F1 CRYPTO TEST
MLPClassifier,XRPUSDT_1h,"{1: 0.5010843511014724, 0: 0.4989156488985276}",DESBALANCEO REAL
MLPClassifier,XRPUSDT_1h,{1: 1.0},DESBALANCEO PREDICCIÓN
RandomForestClassifier,global,0.5135185185185185,ACC VALIDATION
RandomForestClassifier,global,0.5105863219668836,F1 VALIDATION
RandomForestClassifier,global,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
RandomForestClassifier,global,"{0: 0.5074074074074074, 1: 0.4925925925925926}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,global,0.5108118048421667,ACC FINAL TEST
RandomForestClassifier,global,0.5087671571300151,F1 FINAL TEST
RandomForestClassifier,ADAUSDT_1h,0.5107864399041205,ACC CRYPTO TEST
RandomForestClassifier,ADAUSDT_1h,0.5024355314679962,F1 CRYPTO TEST
RandomForestClassifier,ADAUSDT_1h,"{0: 0.5114712932313663, 1: 0.4885287067686337}",DESBALANCEO REAL
RandomForestClassifier,ADAUSDT_1h,"{0: 0.6180801278392878, 1: 0.38191987216071227}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,AVAXUSDT_1h,0.5083894532587604,ACC CRYPTO TEST
RandomForestClassifier,AVAXUSDT_1h,0.501580385156924,F1 CRYPTO TEST
RandomForestClassifier,AVAXUSDT_1h,"{0: 0.513982422097934, 1: 0.48601757790206596}",DESBALANCEO REAL
RandomForestClassifier,AVAXUSDT_1h,"{0: 0.6028992124186736, 1: 0.39710078758132633}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BNBUSDT_1h,0.5103298710192901,ACC CRYPTO TEST
RandomForestClassifier,BNBUSDT_1h,0.5086583261432269,F1 CRYPTO TEST
RandomForestClassifier,BNBUSDT_1h,"{1: 0.5252825019974888, 0: 0.4747174980025111}",DESBALANCEO REAL
RandomForestClassifier,BNBUSDT_1h,"{0: 0.5836091770345851, 1: 0.4163908229654149}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BTCUSDT_1h,0.5265380664307727,ACC CRYPTO TEST
RandomForestClassifier,BTCUSDT_1h,0.5243883771637076,F1 CRYPTO TEST
RandomForestClassifier,BTCUSDT_1h,"{1: 0.5288209108549252, 0: 0.4711790891450748}",DESBALANCEO REAL
RandomForestClassifier,BTCUSDT_1h,"{0: 0.5960506791462162, 1: 0.4039493208537838}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ETHUSDT_1h,0.5114712932313663,ACC CRYPTO TEST
RandomForestClassifier,ETHUSDT_1h,0.5072907722750296,F1 CRYPTO TEST
RandomForestClassifier,ETHUSDT_1h,"{1: 0.5111288665677434, 0: 0.4888711334322566}",DESBALANCEO REAL
RandomForestClassifier,ETHUSDT_1h,"{0: 0.6032416390822966, 1: 0.39675836091770345}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,LINKUSDT_1h,0.49571966670471407,ACC CRYPTO TEST
RandomForestClassifier,LINKUSDT_1h,0.4942454724983965,F1 CRYPTO TEST
RandomForestClassifier,LINKUSDT_1h,"{0: 0.5056500399497774, 1: 0.4943499600502226}",DESBALANCEO REAL
RandomForestClassifier,LINKUSDT_1h,"{0: 0.5483392306814291, 1: 0.45166076931857096}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,SOLUSDT_1h,0.5110147243465358,ACC CRYPTO TEST
RandomForestClassifier,SOLUSDT_1h,0.5071981500165177,F1 CRYPTO TEST
RandomForestClassifier,SOLUSDT_1h,"{1: 0.5071338888254765, 0: 0.49286611117452345}",DESBALANCEO REAL
RandomForestClassifier,SOLUSDT_1h,"{0: 0.5951375413765552, 1: 0.40486245862344483}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,TRXUSDT_1h,0.508503595479968,ACC CRYPTO TEST
RandomForestClassifier,TRXUSDT_1h,0.5040197876363612,F1 CRYPTO TEST
RandomForestClassifier,TRXUSDT_1h,"{1: 0.5325876041547769, 0: 0.46741239584522315}",DESBALANCEO REAL
RandomForestClassifier,TRXUSDT_1h,"{1: 0.5624928661111745, 0: 0.43750713388882545}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,XRPUSDT_1h,0.5145531332039721,ACC CRYPTO TEST
RandomForestClassifier,XRPUSDT_1h,0.5121882780729503,F1 CRYPTO TEST
RandomForestClassifier,XRPUSDT_1h,"{1: 0.5010843511014724, 0: 0.4989156488985276}",DESBALANCEO REAL
RandomForestClassifier,XRPUSDT_1h,"{0: 0.5707111060381235, 1: 0.42928889396187647}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,global,0.5014814814814816,ACC VALIDATION
GradientBoostingClassifier,global,0.5010544783419887,F1 VALIDATION
GradientBoostingClassifier,global,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5027777777777778, 0: 0.49722222222222223}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.5040266839148245,ACC FINAL TEST
GradientBoostingClassifier,global,0.503968496023087,F1 FINAL TEST
GradientBoostingClassifier,ADAUSDT_1h,0.5033671955256249,ACC CRYPTO TEST
GradientBoostingClassifier,ADAUSDT_1h,0.5024894055636895,F1 CRYPTO TEST
GradientBoostingClassifier,ADAUSDT_1h,"{0: 0.5114712932313663, 1: 0.4885287067686337}",DESBALANCEO REAL
GradientBoostingClassifier,ADAUSDT_1h,"{0: 0.5305330441730396, 1: 0.4694669558269604}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,AVAXUSDT_1h,0.5075904577103071,ACC CRYPTO TEST
GradientBoostingClassifier,AVAXUSDT_1h,0.5042701678015061,F1 CRYPTO TEST
GradientBoostingClassifier,AVAXUSDT_1h,"{0: 0.513982422097934, 1: 0.48601757790206596}",DESBALANCEO REAL
GradientBoostingClassifier,AVAXUSDT_1h,"{0: 0.5678575505079329, 1: 0.4321424494920671}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BNBUSDT_1h,0.5049651866225316,ACC CRYPTO TEST
GradientBoostingClassifier,BNBUSDT_1h,0.5045288137557609,F1 CRYPTO TEST
GradientBoostingClassifier,BNBUSDT_1h,"{1: 0.5252825019974888, 0: 0.4747174980025111}",DESBALANCEO REAL
GradientBoostingClassifier,BNBUSDT_1h,"{1: 0.5043944755164935, 0: 0.4956055244835065}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BTCUSDT_1h,0.5055358977285698,ACC CRYPTO TEST
GradientBoostingClassifier,BTCUSDT_1h,0.5051297056333819,F1 CRYPTO TEST
GradientBoostingClassifier,BTCUSDT_1h,"{1: 0.5288209108549252, 0: 0.4711790891450748}",DESBALANCEO REAL
GradientBoostingClassifier,BTCUSDT_1h,"{0: 0.5001712133318115, 1: 0.4998287866681886}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ETHUSDT_1h,0.5023399155347563,ACC CRYPTO TEST
GradientBoostingClassifier,ETHUSDT_1h,0.5022109789452669,F1 CRYPTO TEST
GradientBoostingClassifier,ETHUSDT_1h,"{1: 0.5111288665677434, 0: 0.4888711334322566}",DESBALANCEO REAL
GradientBoostingClassifier,ETHUSDT_1h,"{0: 0.5272229197580185, 1: 0.4727770802419815}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,LINKUSDT_1h,0.49697523113799796,ACC CRYPTO TEST
GradientBoostingClassifier,LINKUSDT_1h,0.49676750013167426,F1 CRYPTO TEST
GradientBoostingClassifier,LINKUSDT_1h,"{0: 0.5056500399497774, 1: 0.4943499600502226}",DESBALANCEO REAL
GradientBoostingClassifier,LINKUSDT_1h,"{0: 0.5146672754251798, 1: 0.48533272457482024}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,SOLUSDT_1h,0.509416733249629,ACC CRYPTO TEST
GradientBoostingClassifier,SOLUSDT_1h,0.5078709998844656,F1 CRYPTO TEST
GradientBoostingClassifier,SOLUSDT_1h,"{1: 0.5071338888254765, 0: 0.49286611117452345}",DESBALANCEO REAL
GradientBoostingClassifier,SOLUSDT_1h,"{0: 0.5631777194384203, 1: 0.43682228056157973}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,TRXUSDT_1h,0.5022257733135487,ACC CRYPTO TEST
GradientBoostingClassifier,TRXUSDT_1h,0.49826916898062434,F1 CRYPTO TEST
GradientBoostingClassifier,TRXUSDT_1h,"{1: 0.5325876041547769, 0: 0.46741239584522315}",DESBALANCEO REAL
GradientBoostingClassifier,TRXUSDT_1h,"{1: 0.5562150439447552, 0: 0.4437849560552448}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,XRPUSDT_1h,0.5038237644104554,ACC CRYPTO TEST
GradientBoostingClassifier,XRPUSDT_1h,0.5034258587647522,F1 CRYPTO TEST
GradientBoostingClassifier,XRPUSDT_1h,"{1: 0.5010843511014724, 0: 0.4989156488985276}",DESBALANCEO REAL
GradientBoostingClassifier,XRPUSDT_1h,"{0: 0.5293916219609633, 1: 0.47060837803903666}",DESBALANCEO PREDICCIÓN
