Frequency,Asset,Model,Value,What
4h,XRPUSDT_4h,GradientBoostingClassifier,"{1: 0.5047923322683706, 0: 0.4952076677316294}",DESBALANCEO REAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.521223185759927, 1: 0.478776814240073}",DESBALANCEO PREDICCIÓN
1d,global,RandomForestClassifier,0.5106858710562414,ACC VALIDATION
1d,global,RandomForestClassifier,0.5021627239651478,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.6268861454046639, 1: 0.3731138545953361}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.508161865569273,ACC VALIDATION
1d,global,RandomForestClassifier,0.4921807471209406,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.6419753086419753, 1: 0.35802469135802467}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.5089300411522635,ACC VALIDATION
1d,global,RandomForestClassifier,0.5080725128582602,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.6104252400548696, 1: 0.3895747599451303}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.50400548696845,ACC VALIDATION
1d,global,RandomForestClassifier,0.5025018982963461,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.6364883401920439, 1: 0.3635116598079561}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.5024279835390947,ACC VALIDATION
1d,global,RandomForestClassifier,0.5016968178227663,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.6611796982167353, 1: 0.3388203017832647}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.5004115226337449,ACC VALIDATION
1d,global,RandomForestClassifier,0.4998763971717498,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.6255144032921811, 1: 0.37448559670781895}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.49816186556927305,ACC VALIDATION
1d,global,RandomForestClassifier,0.4963903791220807,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.644718792866941, 1: 0.355281207133059}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.5062002743484225,ACC VALIDATION
1d,global,RandomForestClassifier,0.5048403978477064,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.6186556927297668, 1: 0.3813443072702332}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.5062139917695474,ACC VALIDATION
1d,global,RandomForestClassifier,0.5029865617157059,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.6556927297668038, 1: 0.3443072702331962}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.5150891632373114,ACC VALIDATION
1d,global,RandomForestClassifier,0.5132012823382166,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{1: 0.5089163237311386, 0: 0.49108367626886146}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.4996964177292046,ACC FINAL TEST
1d,global,RandomForestClassifier,0.4991173560319664,F1 FINAL TEST
1d,ADAUSDT_1d,RandomForestClassifier,0.4890710382513661,ACC CRYPTO TEST
1d,ADAUSDT_1d,RandomForestClassifier,0.48821140947125197,F1 CRYPTO TEST
1d,ADAUSDT_1d,RandomForestClassifier,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO REAL
1d,ADAUSDT_1d,RandomForestClassifier,"{0: 0.5327868852459017, 1: 0.4672131147540984}",DESBALANCEO PREDICCIÓN
1d,AVAXUSDT_1d,RandomForestClassifier,0.5,ACC CRYPTO TEST
1d,AVAXUSDT_1d,RandomForestClassifier,0.4986489015307459,F1 CRYPTO TEST
1d,AVAXUSDT_1d,RandomForestClassifier,"{0: 0.5382513661202186, 1: 0.46174863387978143}",DESBALANCEO REAL
1d,AVAXUSDT_1d,RandomForestClassifier,"{0: 0.5136612021857924, 1: 0.48633879781420764}",DESBALANCEO PREDICCIÓN
1d,BNBUSDT_1d,RandomForestClassifier,0.48360655737704916,ACC CRYPTO TEST
1d,BNBUSDT_1d,RandomForestClassifier,0.47418190110600134,F1 CRYPTO TEST
1d,BNBUSDT_1d,RandomForestClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,BNBUSDT_1d,RandomForestClassifier,"{1: 0.6147540983606558, 0: 0.38524590163934425}",DESBALANCEO PREDICCIÓN
1d,BTCUSDT_1d,RandomForestClassifier,0.5191256830601093,ACC CRYPTO TEST
1d,BTCUSDT_1d,RandomForestClassifier,0.5133125812203452,F1 CRYPTO TEST
1d,BTCUSDT_1d,RandomForestClassifier,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
1d,BTCUSDT_1d,RandomForestClassifier,"{1: 0.587431693989071, 0: 0.412568306010929}",DESBALANCEO PREDICCIÓN
1d,ETHUSDT_1d,RandomForestClassifier,0.5273224043715847,ACC CRYPTO TEST
1d,ETHUSDT_1d,RandomForestClassifier,0.5247359769416109,F1 CRYPTO TEST
1d,ETHUSDT_1d,RandomForestClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,ETHUSDT_1d,RandomForestClassifier,"{1: 0.5546448087431693, 0: 0.4453551912568306}",DESBALANCEO PREDICCIÓN
1d,LINKUSDT_1d,RandomForestClassifier,0.5,ACC CRYPTO TEST
1d,LINKUSDT_1d,RandomForestClassifier,0.49999626740323244,F1 CRYPTO TEST
1d,LINKUSDT_1d,RandomForestClassifier,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO REAL
1d,LINKUSDT_1d,RandomForestClassifier,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO PREDICCIÓN
1d,SOLUSDT_1d,RandomForestClassifier,0.5245901639344263,ACC CRYPTO TEST
1d,SOLUSDT_1d,RandomForestClassifier,0.5244623655913978,F1 CRYPTO TEST
1d,SOLUSDT_1d,RandomForestClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,SOLUSDT_1d,RandomForestClassifier,"{0: 0.5300546448087432, 1: 0.46994535519125685}",DESBALANCEO PREDICCIÓN
1d,TRXUSDT_1d,RandomForestClassifier,0.5136612021857924,ACC CRYPTO TEST
1d,TRXUSDT_1d,RandomForestClassifier,0.5118976264684728,F1 CRYPTO TEST
1d,TRXUSDT_1d,RandomForestClassifier,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO REAL
1d,TRXUSDT_1d,RandomForestClassifier,"{1: 0.5273224043715847, 0: 0.4726775956284153}",DESBALANCEO PREDICCIÓN
1d,XRPUSDT_1d,RandomForestClassifier,0.43989071038251365,ACC CRYPTO TEST
1d,XRPUSDT_1d,RandomForestClassifier,0.43894833658613186,F1 CRYPTO TEST
1d,XRPUSDT_1d,RandomForestClassifier,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO REAL
1d,XRPUSDT_1d,RandomForestClassifier,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO PREDICCIÓN
1d,global,GradientBoostingClassifier,0.5025240054869684,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.5019251572641213,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.5651577503429356, 1: 0.4348422496570645}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.5034019204389575,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.5015144970049649,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.5747599451303155, 1: 0.4252400548696845}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.5058573388203017,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.5019429163564915,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.5171467764060357, 1: 0.4828532235939643}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.4976954732510288,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.4958421157834378,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.5953360768175583, 1: 0.4046639231824417}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.5103840877914951,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.5092930175000758,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.5775034293552812, 1: 0.4224965706447188}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.497997256515775,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.4949422937234411,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.5775034293552812, 1: 0.4224965706447188}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.49997256515775035,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.4976104164640702,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.6035665294924554, 1: 0.39643347050754457}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.5061591220850481,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.5041475258357784,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.6063100137174211, 1: 0.3936899862825789}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.5081893004115227,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.5066887955929615,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.5679012345679012, 1: 0.43209876543209874}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.49639231824417,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.49411273396154803,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.6145404663923183, 0: 0.38545953360768176}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{0: 0.5747599451303155, 1: 0.4252400548696845}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.47783849423193686,ACC FINAL TEST
1d,global,GradientBoostingClassifier,0.4776875351469951,F1 FINAL TEST
1d,ADAUSDT_1d,GradientBoostingClassifier,0.48360655737704916,ACC CRYPTO TEST
1d,ADAUSDT_1d,GradientBoostingClassifier,0.4822111605973277,F1 CRYPTO TEST
1d,ADAUSDT_1d,GradientBoostingClassifier,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO REAL
1d,ADAUSDT_1d,GradientBoostingClassifier,"{0: 0.5437158469945356, 1: 0.4562841530054645}",DESBALANCEO PREDICCIÓN
1d,AVAXUSDT_1d,GradientBoostingClassifier,0.5136612021857924,ACC CRYPTO TEST
1d,AVAXUSDT_1d,GradientBoostingClassifier,0.5136466794075489,F1 CRYPTO TEST
1d,AVAXUSDT_1d,GradientBoostingClassifier,"{0: 0.5382513661202186, 1: 0.46174863387978143}",DESBALANCEO REAL
1d,AVAXUSDT_1d,GradientBoostingClassifier,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO PREDICCIÓN
1d,BNBUSDT_1d,GradientBoostingClassifier,0.4672131147540984,ACC CRYPTO TEST
1d,BNBUSDT_1d,GradientBoostingClassifier,0.4663167104111986,F1 CRYPTO TEST
1d,BNBUSDT_1d,GradientBoostingClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,BNBUSDT_1d,GradientBoostingClassifier,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO PREDICCIÓN
1d,BTCUSDT_1d,GradientBoostingClassifier,0.42896174863387976,ACC CRYPTO TEST
1d,BTCUSDT_1d,GradientBoostingClassifier,0.42535401720317023,F1 CRYPTO TEST
1d,BTCUSDT_1d,GradientBoostingClassifier,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
1d,BTCUSDT_1d,GradientBoostingClassifier,"{1: 0.5573770491803278, 0: 0.4426229508196721}",DESBALANCEO PREDICCIÓN
1d,ETHUSDT_1d,GradientBoostingClassifier,0.49453551912568305,ACC CRYPTO TEST
1d,ETHUSDT_1d,GradientBoostingClassifier,0.4945317457355082,F1 CRYPTO TEST
1d,ETHUSDT_1d,GradientBoostingClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,ETHUSDT_1d,GradientBoostingClassifier,"{0: 0.5163934426229508, 1: 0.48360655737704916}",DESBALANCEO PREDICCIÓN
1d,LINKUSDT_1d,GradientBoostingClassifier,0.4890710382513661,ACC CRYPTO TEST
1d,LINKUSDT_1d,GradientBoostingClassifier,0.48888407626188324,F1 CRYPTO TEST
1d,LINKUSDT_1d,GradientBoostingClassifier,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO REAL
1d,LINKUSDT_1d,GradientBoostingClassifier,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO PREDICCIÓN
1d,SOLUSDT_1d,GradientBoostingClassifier,0.48633879781420764,ACC CRYPTO TEST
1d,SOLUSDT_1d,GradientBoostingClassifier,0.48609326920204343,F1 CRYPTO TEST
1d,SOLUSDT_1d,GradientBoostingClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,SOLUSDT_1d,GradientBoostingClassifier,"{0: 0.5355191256830601, 1: 0.4644808743169399}",DESBALANCEO PREDICCIÓN
1d,TRXUSDT_1d,GradientBoostingClassifier,0.44808743169398907,ACC CRYPTO TEST
1d,TRXUSDT_1d,GradientBoostingClassifier,0.43759128529698144,F1 CRYPTO TEST
1d,TRXUSDT_1d,GradientBoostingClassifier,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO REAL
1d,TRXUSDT_1d,GradientBoostingClassifier,"{1: 0.6038251366120219, 0: 0.39617486338797814}",DESBALANCEO PREDICCIÓN
1d,XRPUSDT_1d,GradientBoostingClassifier,0.4890710382513661,ACC CRYPTO TEST
1d,XRPUSDT_1d,GradientBoostingClassifier,0.4890367085489037,F1 CRYPTO TEST
1d,XRPUSDT_1d,GradientBoostingClassifier,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO REAL
1d,XRPUSDT_1d,GradientBoostingClassifier,"{0: 0.5163934426229508, 1: 0.48360655737704916}",DESBALANCEO PREDICCIÓN
